,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
62,will donate astrazeneca covid vaccines philippines outgoing british ambassador,0.0,0.0,positive,0.0,1.0,0.0,0.0
83,dose done thanks ayala astrazeneca covid19vaccineph,0.2,0.2,positive,,,,
84,vaccinated eligible covid vaccine johnsonandjohnsoncovid19vaccine covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
773,additional million doses coronavac vaccines expected arrive friday july wehealasone,-0.1,0.4,neutral,0.0,1.0,0.0,0.0
774,pinuri niya patuloy nagbabakuna kanilang residente kabila masama panahon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
775,presidential spokesperson harry roque underscored that vaccination workers export oriented industries,0.0,0.0,neutral,0.0,1.0,0.0,0.0
776,look amid threat covid variants country harry roque said that included,0.0,0.0,negative,,,,
777,tingnan sinabi presidential spokesperson harry roque isinulong nilang isama 2022 budget gobye,0.0,0.0,neutral,0.0,1.0,0.0,0.0
779,finally thanks much resbakuna johnsonandjohnson janssen vaccinated,0.2,0.2,positive,0.0,1.0,0.0,0.0
781,watch total million doses coronavac vaccine arrived thursday july ninoy aquino,0.0,0.75,neutral,0.0,1.0,0.0,0.0
782,additional million doses government procured sinovac vaccines arrived earlier today july naia terminal,0.0,0.5,neutral,0.0,1.0,0.0,0.0
784,fully vaccinated today salamat para aque city resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
785,just vaxxed janssen jabbeddone fullyvaccinated resbakuna salamatprrd,0.0,0.0,neutral,0.0,1.0,0.0,0.0
786,gurl just fully vaccinated today vaxxed resbakuna beatcovidnow healthypilipinas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
788,nagparehistro maging rehistrado para ikaw maging bakunado resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
789,kaloka buong araw nakatayo haaays pagod yarnn philippineredcross rc143volunteer resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
790,vaccinated janssen janssenvaccine resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
791,akala clinic lang ngaun tumawag sila help resbakuna overtimenanaman malilipot,0.0,0.0,positive,0.0,1.0,0.0,0.0
793,vaccine acceptance ipinantapat laban covid munisipalidad tudela cebu resbakuna bidabakunation,0.0,0.0,positive,0.0,1.0,0.0,0.0
794,navobakuna narito listahan mababakunahan doses bukas navobakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
797,additional million doses government procured sinovac vaccines arrived earlier today july naia,0.0,0.5,neutral,0.0,1.0,0.0,0.0
798,fully kapatid michael pinsan getvaccinated fullyvaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
799,protect yourself your family community worry less vaccinated here nephila,-0.16666666666666666,0.06666666666666667,negative,,,,
801,covid vaccine mayor isko manila hours maawa naman constituents isko resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
803,bahagi pagpapaigting programa pagbabakuna vacc2school kagawaran edukasyon naging posible pakiki,0.0,0.0,neutral,0.0,1.0,0.0,0.0
804,nabakunahan para kanilang second dose deped central office personnel tumanggap kanilang first dose noong,0.08333333333333333,0.19444444444444442,neutral,0.0,1.0,0.0,0.0
805,kasabay paalala sumunod health safety protocols hinikayat mayor jovymarie villazon mamamayan,0.0,0.0,positive,,,,
806,fully vaccinated resbakuna fullyvaccinated pfizer,0.0,0.0,neutral,0.0,1.0,0.0,0.0
813,ngayon janssen lamang available nating dose kung kayo navote maaari kayong makapagpabakuna,0.4,0.4,neutral,0.0,1.0,0.0,0.0
814,karagdagang million doses sinovac dumating ngayong umaga bansa habang abala pang iintriga tuloy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
815,tunay lamang alam leyte resbakuna bidasolusyon plus covid bidabakunation bidaangmaydisiplina,0.0,0.0,neutral,0.0,1.0,0.0,0.0
816,nanawagan president joseph guipetacio kapwa kabataan ituloy aaral hikayatin,0.0,0.0,neutral,0.0,1.0,0.0,0.0
817,bakuna akoooooo paaaaaaaaaa kwenta naman pala bulakan hahahaha vaccinated janssenvaccine resbakuna,0.2,0.5,neutral,0.0,1.0,0.0,0.0
818,fully vaccinated astrazeneca navobakuna navocovax vaccinated resbakuna postnowlagnatlater navotas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
819,excited vaccinated jollibee bakuna center namin hehe resbakuna,0.1375,0.425,positive,,,,
822,sinovaxxed 1stdose vacctonormal resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
824,bahagi pagpapaigting programa pagbabakuna vacc2school kagawaran edukasyon naging posible,0.0,0.0,neutral,0.0,1.0,0.0,0.0
825,nabakunahan para kanilang second dose deped central office personnel tumanggap kanilang first,0.08333333333333333,0.19444444444444442,neutral,0.0,1.0,0.0,0.0
827,nagbahay bahay health workers placer surigao norte upang hikayatin mamamayan lalo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
829,pagdating vaccinate kababayan natin purisima added additional million doses coronava,0.0,0.0,neutral,0.0,1.0,0.0,0.0
830,filipino unti unting nagtitiwala kaligtasan covid vaccines resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
831,karagdagang million doses sinovac dumating ngayong umaga bansa habang abala pang iintriga,0.0,0.0,neutral,0.0,1.0,0.0,0.0
833,fully vaccinated resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
835,yesterday vaccineted with only dose resbakuna janssen johnson johnson salamat,0.0,1.0,neutral,0.0,1.0,0.0,0.0
836,tingnan dumating bansa karagdagang million doses sinovac vaccine ngayong umaga ilalaan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
837,tingnan unang araw pagbabakuna janssen vaccine quintin pangasinan exclusively senior citiz,0.0,0.0,neutral,0.0,1.0,0.0,0.0
839,sana collapse kasi nakapag breakfast hehe resbakuna,0.0,0.0,negative,,,,
840,tingnan bayan balungao inilunsad pagbabakuna janssen para priority group senior citizens,0.0,0.0,neutral,0.0,1.0,0.0,0.0
842,tingnan covid vaccination isinasagawa ngayon ibang bayan sulu bakuna mula sinimulan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
843,tingnan doses bakunang sinovac janssen kinuha covax facility chd1 para pangasinan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
846,really some fellow farmers were refused janssen yesterday they said farmer,0.2,0.2,negative,0.0,1.0,0.0,0.0
847,just vaccinated resbakuna savelives covid19 protectionformyfam waterfrontmactan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
850,this convince tamad magpabakuna vaccinated sharing these bakunabenefits motivate more,0.5,0.5,positive,,,,
851,zero case dapitancity three consecutive days analyzed daily reports from taskforce covid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
852,vaccines safe part bida bakunation resbakuna bidasolusyon,0.5,0.5,positive,,,,
854,umabot daily vaccine jabs bansa resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
855,take recommended doses your covid vaccine maximum level protection covid19vaccine cadu,0.0,0.0,positive,,,,
856,vaccinated resbakuna healthypinas vaccinated,0.0,0.0,neutral,0.0,1.0,0.0,0.0
857,daghang salamat food companies here giving incentives discount perks those vacci,0.0,0.0,positive,0.0,1.0,0.0,0.0
858,tuloy tuloy naman pagbabakuna dose pang vaccination sites lungsod navobakuna resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
860,good fully vaxxed done jandj janssen resbakuna vaccineswork taguig roadtozero,0.7,0.6000000000000001,positive,,,,
861,patiently waited turn vaccinated thanks medical frontliners volunteers vaccin,0.1,0.1,positive,0.0,1.0,0.0,0.0
863,some information taken from cebu city public information office those interested getting vaccinated cebu,0.125,0.2833333333333333,positive,,,,
865,sinimulan nang bakunahan laban covid kawani pamahalaang panlalawigan nueva ecija buong istory,0.0,0.0,neutral,0.0,1.0,0.0,0.0
866,tingnan ibinalita national task force against covid lumagpas million kabuuang bilang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
867,dose vaccine today been hours still hurts grrr resbakuna,-0.7,0.8,negative,,,,
869,fully vaxxed yiee kiligs maraming salamat ating frontliners uplb buwis taumbayan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
872,finally vaccinated today roadtozero vaccinated resbakuna,0.0,1.0,neutral,0.0,1.0,0.0,0.0
876,fully vaccinated sinovac resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
879,rehistrado para maging bakunado handa para rumesbakuna resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1168,fully vaccinated normal resbakuna,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
1642,resbakuna2021 bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2274,nasaan bakuna please refer graphics below updates dismissdisinformation wehealasoneph,0.0,0.0,positive,,,,
2275,read omnibus guidelines implementation community quarantine philippines with amendments,0.0,0.0,neutral,0.0,1.0,0.0,0.0
2276,happening president rodrigo duterte addresses nation july 2021 watch live,0.13636363636363635,0.5,neutral,0.0,1.0,0.0,0.0
6,enough vaccine supply make different rules vaccinated unvaccinated says covid19vaccineph,0.0,0.55,neutral,0.0,1.0,0.0,0.0
11,batangasmagiting handaingatmagiting hugasiwasmask covid19vaccineph resbakuna bidabakunation bidasolusyo,0.0,0.0,neutral,0.0,1.0,0.0,0.0
12,ayon wala pang sapat suplay covid vaccine bansa para makapagpatupad magkaibang patakaran,0.0,0.0,neutral,0.0,1.0,0.0,0.0
13,covid19 vaccination continue areas under toughest lockdown palace covid19vaccineph,0.0,0.0,negative,0.0,1.0,0.0,0.0
15,million doses government procured sinovac vaccines arrived country this morning health secretary francisco,0.0,0.0,neutral,0.0,1.0,0.0,0.0
16,barring unvaccinated people from going cause undue discrimination covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
17,bakuna jowa best bakuna available pagjo jowa hindi lahat available best take,0.7,0.35000000000000003,neutral,0.0,1.0,0.0,0.0
19,million filipinos fully vaccinated covid palace covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
22,covid vaccination open palace clarifies after duterte remark covid19vaccineph,0.0,0.5,positive,,,,
24,pabor ilang vaccine expert taasan target mabakunahan kontra covid19 bansa dahil banta,0.0,0.0,neutral,0.0,1.0,0.0,0.0
25,lolo nabakunahan umano magkaibang brand iimbestiga covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
33,million doses government procured sinovac vaccines arrived country this morning health secretary,0.0,0.0,neutral,0.0,1.0,0.0,0.0
34,pagbabakuna iniisip palawakin gitna delta variant covid19 covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
37,step closer normal getvaccinated people fullyvaccinated fullyvaxed covid19vaccineph,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
442,resbakuna bidabakunation bidaangmaydisiplina disiplinamuna covid19vaccine caduceus pnplabansacovid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
443,napadaan lang taytay ayun nabakunahan resbakuna jansen onseshot,0.0,0.0,neutral,0.0,1.0,0.0,0.0
444,ganito davao davao vaccination covid19 resbakuna pfizer,0.0,0.0,positive,0.0,1.0,0.0,0.0
445,tara magparehistro inyong lokal pamahalaan sama sama tayong rumesbakuna resbakuna bidasolusyonplus,0.0,0.0,positive,0.0,1.0,0.0,0.0
446,vaccinated angkol janssenvaccine resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
449,bukon covid gamasakit tawo bakuna bigla dayon comorbidities resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
450,been saying this over over again give vaccines willing after deadlines prioritization,0.25,0.75,neutral,0.0,1.0,0.0,0.0
452,getvaccinated fullyvaccinated resbakuna healthypilipinas modernababy,0.0,0.0,neutral,0.0,1.0,0.0,0.0
453,astrazeneca please good dose resbakuna,0.7,0.6000000000000001,positive,0.0,1.0,0.0,0.0
454,certified resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
455,importanteng mahikayat ating senior magpabakuna dahil sila pinaka madaling mahawaan sakit kaya,0.0,0.0,neutral,0.0,1.0,0.0,0.0
456,human shot nalang resbakuna,0.0,0.1,neutral,0.0,1.0,0.0,0.0
458,finally shot dose covid19 vaccine from oxford astrazeneca this myself family relatives,0.0,1.0,neutral,0.0,1.0,0.0,0.0
460,nabakunahan para kanilang second dose ikalawang batch deped central office personnel tumanggap kanila,0.0,0.125,positive,0.0,1.0,0.0,0.0
461,alamin paano makapagpabakuna take janssen navobakuna resbakuna bidabakunation bidasolusyon,0.0,0.0,neutral,0.0,1.0,0.0,0.0
462,janssen baby hindi naman baby itinurok charot getvaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
463,tinutukan lokal pamahalaan tudela cebu pamamahagi tamang impomasyon purok upang mapataas,0.0,0.0,neutral,0.0,1.0,0.0,0.0
465,kinsa nccc mall buhangin ganina alterdavao vacc2normal resbakuna sinovac,0.0,0.0,neutral,0.0,1.0,0.0,0.0
467,sinovac resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
468,makalipay makakita alters gapabakuna alterdumaguete resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
470,dose done walang picture apakainet vaxx site resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
472,resbakuna matakot magpa vaccine maniniwala sabisabi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
473,tingnan sinabi presidential spokesperson harry roque isinulong nilang isama 2022 budget gobyerno,0.0,0.0,positive,0.0,1.0,0.0,0.0
474,tingnan vaccines dumating romblon mapupunta para kasama category odiongan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
475,best self care that make sure that will vaccinated once supplies available,0.6333333333333333,0.5296296296296297,positive,,,,
476,blow today janssenized resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
478,dose vaccination done resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
480,basahin ipinahayag interior secretary against covid vice chair eduardo maayos sistema,0.0,0.0,neutral,0.0,1.0,0.0,0.0
482,nabakunahan para kanilang second dose ikalawang batch deped central office personnel tumanggap,0.0,0.125,neutral,0.0,1.0,0.0,0.0
484,fully vaxxed jusko sana mtapos tong pandemya puro nalang tayo shutangina anyway stay safe,0.5,0.5,neutral,0.0,1.0,0.0,0.0
485,july philippines received total doses covid vaccines from different,0.0,0.675,neutral,0.0,1.0,0.0,0.0
490,tingnan vaccines dumating romblon mapupunta para kasama category odiong,0.0,0.0,neutral,0.0,1.0,0.0,0.0
491,done with dose sinovac bestvaccineistheavailablevaccine resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
492,fully vaccinated sinovac resbakuna getvaxxed,0.0,0.0,neutral,0.0,1.0,0.0,0.0
494,please your shot resbakuna,0.0,0.0,positive,,,,
495,ingat tayong lahat resbakuna covid19ph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
496,nakikipag ugnayan sangguniang kabataan tudela cebu rural health unit upang masagot katanungan,0.0,0.0,neutral,0.0,1.0,0.0,0.0
497,tama huwag choosy this time bakunaislife resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
498,wowow kudos again galvez mabuhay kayo duterte admin cares,0.0,0.0,positive,,,,
499,fully vaccinated ligtas nakabakuna janssen resbakuna bakunation bidasolusyon disiplinamuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
503,delta variant india variant getvaccinated resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
504,help anybody knows where this exactly located search online lost last time trying look,0.125,0.15833333333333333,positive,0.0,1.0,0.0,0.0
505,tingnan nakibahagi pamamagitan pagbibigay assistance urdaneta personnel covid vaccination,0.0,0.0,neutral,0.0,1.0,0.0,0.0
506,just flexin resbakuna shirt busyweek,0.0,0.0,neutral,0.0,1.0,0.0,0.0
508,basahin kanyang talk people address idiniin pangulong rodrigo duterte pagpapatupad communi,0.0,0.0,neutral,0.0,1.0,0.0,0.0
509,last wave tomorrow resbakuna,0.0,0.06666666666666667,neutral,0.0,1.0,0.0,0.0
510,sent email cancel phase through cebu risk wastage goodjab,0.0,0.0,negative,0.0,1.0,0.0,0.0
511,210726 first dose thanks brgy chairman kagawad other people charge roadtozero,0.10833333333333334,0.30277777777777776,positive,,,,
1060,nadiligan nadin lahi rajud ning gikan bakuna duha inject saako karon char resbakuna fullyvaxxed,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1498,nandito bath maaaaan importante double down hygiene kahit nasa bahay tayo lagi maligo magh,-0.07777777777777779,0.14444444444444446,neutral,0.0,1.0,0.0,0.0
1499,look travel restrictions august president duterte approved recommendation iatf exte,0.0,0.0,positive,,,,
1501,fully vaccinated passengers entering philippines from these green countries jurisdictions territories,-0.2,0.3,neutral,0.0,1.0,0.0,0.0
1511,watch department health central visayas center health development regional director jaime bernadas,-0.05,0.175,neutral,0.0,1.0,0.0,0.0
1738,duque usec carolina vidal taino herbosa adviser against covid received batch,0.0,0.0,neutral,0.0,1.0,0.0,0.0
1740,duque usec carolina vidal taino herbosa adviser against covid received,0.0,0.0,neutral,0.0,1.0,0.0,0.0
0,family pack covid teleconsults back people surge real vaccinated covid19ph covidvaccineph,0.1,0.15000000000000002,neutral,0.0,1.0,0.0,0.0
7,allocate million more covid vaccine doses covid19vaccineph,0.5,0.5,negative,0.0,1.0,0.0,0.0
8,humihingi dagdag bakuna alkalde metro manila upang maipagpatuloy pagtuturok laban covid19 kahit,0.0,0.0,neutral,0.0,1.0,0.0,0.0
11,humihingi dagdag bakuna alkalde metro manila upang maipagpatuloy pagtuturok laban covid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
14,abscbnnews allocate million more covid vaccine doses covid19vaccineph,0.5,0.5,neutral,0.0,1.0,0.0,0.0
16,tweet muna bago lagnatin covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
17,leche naman sobra naiistress kung kelan nakasched paguwi province nextweek,0.0,0.0,neutral,0.0,1.0,0.0,0.0
19,tingnan anyos lola leyte fully vaccinated covid19vaccineph,0.0,0.0,neutral,0.0,1.0,0.0,0.0
21,bakuna jowa best bakuna available pagjo jowa hindi lahat available best take note,0.7,0.35000000000000003,positive,,,,
421,fully vaccinated pero prayers ingat here story vaccination,0.0,0.0,neutral,0.0,1.0,0.0,0.0
422,fast efficient huge props raul team fully automating vaccination process atene,0.30000000000000004,0.75,positive,,,,
424,finally vaccinated massive thank city government lucena efficient vaccination system,0.0,1.0,positive,,,,
425,already covid should still covid vaccine studies show that covid vaccines provid,0.0,0.0,neutral,0.0,1.0,0.0,0.0
427,baket malvar batangas wala dose astra zenica paano senior citizens covid19 resbakuna,0.0,0.0,positive,0.0,1.0,0.0,0.0
429,these bitches nagpapaturok glutha pero damn mofuckin ayaw magpaturok bakuna resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
432,fully vaccinated pfizerbiontech late your shot vaccinenation resbakuna,-0.3,0.6,neutral,0.0,1.0,0.0,0.0
433,basahin paliwanag mayor mildred lagbas mondigo kung bakit maraming senior citizens sugbongcogon misam,0.0,0.0,neutral,0.0,1.0,0.0,0.0
435,fullyvaccinated sinovac resbakuna fightcovid19,0.0,0.0,neutral,0.0,1.0,0.0,0.0
436,philippines target administering million jabs month july wehealasone covid19ph resb,0.0,0.0,neutral,0.0,1.0,0.0,0.0
440,supah tayrrdd dayy resbakuna,0.0,0.0,negative,0.0,1.0,0.0,0.0
441,please helpppp already their dose covid vaccine last week today they both schedu,0.0,0.06666666666666667,negative,,,,
442,mahalagang maibahagi nang maayos mahal buhay kung bakit ikaw nagdesisyong magpabakuna matuto,0.0,0.0,neutral,0.0,1.0,0.0,0.0
443,resbakuna getvaccinated getvaccinatednow registertovote after vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
444,walang uuwi blackout ahahahahahahahah resbakuna malilipot central school malilipot albay,0.0,0.25,positive,0.0,1.0,0.0,0.0
446,uwian resbakuna seniorcitizenvacination deferpamore malilipot central school malilipot albay,0.0,0.25,neutral,0.0,1.0,0.0,0.0
447,huwag kalimutan ikaw bida para kumpletong proteksyon bidasolusyon resbakuna bidabakunation,0.0,0.0,neutral,0.0,1.0,0.0,0.0
449,look million doses sinovac arrived philippines this morning july percent these vaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
450,finally shot dose covid19 vaccine from oxford astrazeneca this myself family relatives frien,0.0,1.0,neutral,0.0,1.0,0.0,0.0
452,nagbabakuna kahit weekend paregister kayo pinakamalapit inyong komunidad resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
454,philippines target administering million jabs month july wehealasone covid19ph resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
458,kasal lang tungod music sang addu resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
459,vaccine yesterday having fever muscle pain headache also world spinning around these,0.0,0.0,negative,,,,
460,president rodrigo duterte thanked government japan japanese prime minister yoshihide suga working with phil,0.0,0.0,positive,0.0,1.0,0.0,0.0
463,perks bakuna covid19 resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
464,perks bakuna covid resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
465,perks bakuna covid resbakuna covidvaccine,0.0,0.0,neutral,0.0,1.0,0.0,0.0
466,fast efficient huge props raul team fully automating vaccination process,0.30000000000000004,0.75,positive,,,,
470,pagod yarn resbakuna,-0.1,0.2,neutral,0.0,1.0,0.0,0.0
471,first last dose janssen vaccine thank resbakuna,0.125,0.19999999999999998,positive,,,,
472,fullyvaccnated astrazeneca wehealasone resbakuna kasanggangbida foryourpage pinoybigbrother,0.0,0.0,neutral,0.0,1.0,0.0,0.0
473,huling araw pala july 2021 thank lord fully vaccinated wala namang side effects resbakuna,0.0,0.0,positive,0.0,1.0,0.0,0.0
474,before wave resbakuna malilipot central school malilipot albay,0.0,0.25,neutral,0.0,1.0,0.0,0.0
475,great saturday morning everyone while good night sleep saddened that some already queue outsi,0.75,0.675,positive,,,,
476,vaccination after vaccinated normal feelings hindi masakit pagkakatusok nurse kagabi,0.15,0.6499999999999999,neutral,0.0,1.0,0.0,0.0
482,tingnan dumating bansa isang milyong doses sinovac kaninang umaga hulyo hanggang bakunang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
484,tingnan dumating bansa isang milyong doses sinovac kaninang umaga hulyo hanggang,0.0,0.0,neutral,0.0,1.0,0.0,0.0
485,look million doses sinovac arrived philippines this morning july percent these vacc,0.0,0.0,neutral,0.0,1.0,0.0,0.0
487,duty resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
488,bakunadoprotektado pfizerbiontech pfizervaccine resbakuna vaccinated vaccination,0.0,0.0,neutral,0.0,1.0,0.0,0.0
489,vaccination experience sharing vaccination experience city cabuyao laguna very efficient organized,0.2,0.3,positive,,,,
573,cebu city resbakuna opens vaccine center walk first timers ayala center cebu south entrance near uniqlo,0.0375,0.23333333333333334,neutral,0.0,1.0,0.0,0.0
7,despite tougher lockdowns covid19 vaccinations will stop covid19vaccineph,0.0,0.0,negative,0.0,1.0,0.0,0.0
8,sigurado apat milyong doses covid bakuna para metro manila gagamitin alkalde,0.0,0.0,neutral,0.0,1.0,0.0,0.0
11,aabot kada araw babakunahan national capital region habang nakataas enhanced community,0.0,0.0,neutral,0.0,1.0,0.0,0.0
411,grab kahit sinovac much better demand booster from govt resbakuna resbakuna,0.5,0.5,positive,,,,
412,kung ayaw makinig gobierno dahil mahal nila china kesa mamamayan resbak tayo halalan2022 iboto maka,0.0,0.0,neutral,0.0,1.0,0.0,0.0
417,hidilyn diaz ended philippines near century long wait olympic gold with historic tokyo,0.016666666666666666,0.26666666666666666,neutral,0.0,1.0,0.0,0.0
419,today welcomed birth month with second dose vaccine availed macao imperial take bakuna benefit,0.0,0.0,positive,,,,
420,eagerly waiting mask days fullyvaxxed pfizer resbakuna,0.0,0.0,positive,,,,
425,mahalagang maibahagi nang maayos mahal buhay kung bakit ikaw nagdesisyong magpabakuna matuto tungkol,0.0,0.0,neutral,0.0,1.0,0.0,0.0
427,covid vacx yesterday akala mamamatay kgabi thanks pinabayaan resbakuna highfever chills,0.2,0.2,positive,0.0,1.0,0.0,0.0
428,resbakuna sana iwasan natin away isyu bakuna maging anti vaxxer sinovac defenders isyu doon tayo,0.0,0.0,negative,0.0,1.0,0.0,0.0
429,kelan kaya tayo makakalabas ulit walang face mask staysafe resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
438,kung ayaw makinig gobierno dahil mahal nila china kesa mamamayan resbak tayo halalan2022 iboto,0.0,0.0,neutral,0.0,1.0,0.0,0.0
439,covid vaccine vaccinated vaccineswork janssen resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
440,resbakuna sana iwasan natin away isyu bakuna maging anti vaxxer sinovac defenders isyu,0.0,0.0,negative,0.0,1.0,0.0,0.0
441,okay lang hindi mabakunahan second dose binigay schedule since madami akong nababasa negative,0.06666666666666667,0.3,negative,,,,
443,mabilis nabakunahan mamamayan sugbongcogon misamis oriental kasama kategoryang resbakuna,0.0,0.0,neutral,0.0,1.0,0.0,0.0
444,already registered vaccination waiting list choose sinovac survived from lingering thoughts xantho,0.0,0.0,positive,0.0,1.0,0.0,0.0
445,already registered vaccination waiting list choose sinovac survived from lingering thoughts,0.0,0.0,positive,0.0,1.0,0.0,0.0
1026,shots save lives mrdiy supports national immunization program protecting yourself will,0.0,0.0,positive,0.0,1.0,0.0,0.0
